#
# f1 and f2
#
#
# f1	f2
-0.15828	-0.20682
-0.44688	-0.76090
0.413879	0.689827
0.128790	0.333267
0.549859	0.415437
0.352786	0.668915
0.404553	0.693967
0.359858	0.681575
-0.10801	-0.68265
0.576655	0.944136
0.807871	0.974158
0.328390	-0.10538
-0.49005	-0.94570
-0.02882	-0.31898
-0.15272	-0.61102
0.706419	0.990414
-0.31355	-0.79708
0.421516	0.778810
-0.19887	-0.60760
0.486715	0.715877
-0.05428	-0.79090
-0.32471	-0.82296
0.461555	0.683270
-0.31133	-0.85905
0.593886	0.851962
-0.14983	-0.58230
0.006309	-0.41765
-0.25525	-0.79267
0.237379	0.013062
0.661451	0.955843
-0.11159	-0.21486
-0.36277	-0.82587
-0.33755	-0.78669
0.167632	0.100650
0.701124	0.987204
0.272668	0.487759
0.472319	0.753044
0.723544	0.976920
0.375455	0.769921
0.033384	-0.21847
0.690836	0.959596
0.734904	0.861233
0.193636	-0.19616
0.085116	0.209794
-0.34475	-0.89404
0.745107	0.962050
0.108076	-0.13035
0.278547	0.316700
0.711849	0.844443
-0.35638	-0.80400
0.713014	0.978813
-0.18253	-0.16171
0.718566	0.963910
-0.43887	-0.87678
0.045359	0.073884
0.606684	0.671935
-0.10679	-0.52375
0.506461	0.949317
0.174347	0.374094
0.580562	0.909820
-0.50343	-0.93935
0.122753	0.186905
0.641831	0.924724
-0.15099	-0.72109
0.584286	0.743333
0.056713	0.229252
0.372772	0.442894
0.301077	0.399686
0.021839	-0.39044
-0.07665	-0.59318
0.762582	0.974410
0.392240	0.823985
0.787606	0.990193
-0.00901	0.144361
-0.35543	-0.76302
-0.42473	-0.90688
-0.38289	-0.78365
0.487998	0.911210
0.051144	-0.17078
0.357167	0.650209
0.551231	0.868953
0.063403	0.251375
-0.06721	-0.37960
0.545184	0.910454
0.648063	0.975478
0.214645	0.453350
0.184503	0.050139
0.080376	0.014050
0.130865	-0.14413
0.670935	0.973329
0.125867	0.534213
-0.37559	-0.89501
0.451277	0.846933
0.083686	0.331309
0.189458	-0.14537
0.166760	0.310073
0.201931	0.563765
0.298112	0.506550
0.184782	-0.12542
0.206565	0.030579
0.865476	0.989675
0.598273	0.602758
-0.19172	-0.22214
0.067198	-0.25360
0.043202	0.044302
0.903332	0.992998
0.761464	0.922467
0.512716	0.788981
-0.33385	-0.88867
0.624737	0.805326
-0.14294	-0.54576
-0.14013	-0.56871
-0.15309	0.063292
0.412522	0.756915
0.295734	0.602320
0.116969	-0.03476
0.411312	0.753525
0.482378	0.920025
-0.17403	-0.71213
-0.41354	-0.92690
0.160946	0.191398
-0.31562	-0.79569
-0.39011	-0.92044
0.419822	0.675158
0.785915	0.933431
0.621131	0.961155
0.589925	0.800390
-0.07846	-0.55113
0.624535	0.937759
0.408148	0.681709
0.074228	0.174343
0.501207	0.877401
0.084138	-0.17361
0.575355	0.902812
0.828903	0.980851
0.105555	-0.23806
0.509215	0.835042
-0.06955	-0.43056
0.290010	0.507257
0.218282	0.528063
0.245942	0.290858
0.149675	0.448430
-0.13095	-0.60064
0.577045	0.727876
0.890793	0.988146
0.512242	0.908726
-0.27279	-0.85084
0.423576	0.310749
-0.31281	-0.79597
-0.09485	-0.65302
-0.00225	-0.60061
0.335304	0.270660
0.227740	0.547467
0.095274	0.194454
-0.18242	-0.79330
0.159388	0.557572
0.712685	0.939151
-0.40176	-0.85952
0.461089	0.794683
0.551862	0.943047
0.109146	0.037304
0.321364	0.607034
0.360806	0.736730
0.344630	0.661582
0.057339	0.107139
0.326303	0.597223
0.370361	0.853930
-0.11417	-0.11425
-0.03791	-0.55063
0.421773	0.739680
0.639027	0.979377
0.790731	0.988573
-0.08279	-0.24922
0.664335	0.927180
0.525430	0.928825
0.723088	0.978645
0.104775	-0.09669
0.737524	0.938351
0.258197	0.599119
0.796790	0.952038
0.667772	0.924061
0.558001	0.847585
0.406871	0.378427
0.579523	0.873105
-0.10308	-0.42391
-0.12456	-0.83003
-0.21160	-0.63411
-0.08625	-0.49919
-0.13283	-0.61923
0.045147	0.260215
0.359025	0.707975
0.744642	0.971933
0.410009	0.639034
0.482103	0.683970
1.000000	1.000000
0.290591	0.023643
0.580630	0.791506
0.462298	0.800640
0.496363	0.895704
0.482523	0.628261
0.016433	-0.10629
-0.33996	-0.79247
-0.35073	-0.87467
-0.13759	-0.48001
1.000000	1.000000
0.448203	0.859525
0.318491	0.283665
0.610143	0.933743
-0.01450	-0.30071
0.096879	0.222102
0.723734	0.974358
-0.15289	-0.35885
0.405704	0.727662
-0.17451	-0.66706
0.401868	0.723379
-0.28912	-0.78690
-0.26140	-0.58404
-0.26571	-0.71482
-0.30293	-0.81531
0.540647	0.930613
0.305776	0.511802
-0.02128	-0.50036
0.238246	0.168770
0.613977	0.865938
0.394260	0.856246
-0.15359	-0.78450
-0.26218	-0.74217
0.414013	0.582675
-0.07433	-0.52469
0.849155	0.972253
0.123593	0.308260
0.386753	0.418981
0.106968	-0.12858
-0.32895	-0.86879
-0.03449	-0.44527
-0.12718	-0.61008
0.301010	0.030581
0.574715	0.940500
0.667920	0.977893
0.289051	0.492304
-0.37633	-0.91764
0.104246	-0.12560
0.193968	0.352433
-0.22565	-0.72910
0.197466	0.454738
0.423876	0.627203
0.074103	-0.16032
0.468978	0.636929
0.045494	-0.14857
0.287660	0.455965
0.669321	0.979733
0.092456	-0.22764
0.601821	0.933044
-0.17365	-0.55243
-0.43343	-0.91867
0.404160	0.738537
0.070791	0.044357
0.472565	0.819677
0.257174	0.544961
0.188060	0.124394
0.094010	-0.20445
0.628833	0.935625
0.540534	0.890856
0.733685	0.974065
0.598327	0.928735
0.787660	0.992706
0.390458	0.330413
-0.17828	-0.82274
-0.18341	-0.60524
0.564560	0.925945
-0.00662	-0.62642
-0.01024	0.106542
-0.33740	-0.83107
-0.04593	-0.26637
0.110855	0.060879
0.045125	-0.36774
0.272119	0.344232
-0.22380	-0.66876
-0.28359	-0.63990
0.237825	0.092648
0.080999	-0.12027
-0.29286	-0.78391
-0.10138	-0.60624
0.237694	0.092521
0.239248	-0.01489
0.515303	0.874082
-0.05829	-0.07549
0.132796	-0.16807
0.448259	0.829023
-0.30593	-0.80202
0.325076	0.698739
0.629944	0.879450
0.268075	0.023186
0.355595	0.471959
0.606644	0.921146
0.714106	0.914220
-0.10861	-0.66414
0.333741	0.792578
0.288666	0.315710
0.087643	0.056576
-0.03005	-0.41253
-0.13855	-0.61383
0.245688	-0.04434
0.560534	0.873030
0.029632	0.151401
0.278667	0.683085
0.066560	-0.17691
-0.24290	-0.83049
0.203380	-0.01891
-0.36453	-0.83966
0.859877	0.990718
0.023553	-0.43828
-0.46746	-0.93505
-0.35969	-0.83476
0.553121	0.924794
0.147574	0.522047
0.784574	0.970998
0.515377	0.856477
0.155582	0.101671
0.547291	0.793603
0.727265	0.957571
0.784663	0.954448
0.407501	0.795297
-0.14646	-0.29848
0.398197	0.623678
0.686872	0.966954
0.302193	0.574504
0.021816	0.201089
0.585086	0.914356
0.371536	0.660272
0.615698	0.954942
0.412113	0.757817
-0.31394	-0.84962
0.131222	0.118396
0.142536	-0.03530
0.474150	0.700032
-0.25397	-0.88599
0.081738	-0.19403
0.405167	0.681642
0.763896	0.903583
0.066906	0.150433
0.490965	0.753762
0.492238	0.710182
0.502983	0.715840
0.352087	0.861396
-0.34019	-0.91570
0.704375	0.920586
0.742652	0.971683
0.372527	0.549624
-0.08968	-0.60522
0.679280	0.941947
0.735552	0.953571
0.649753	0.953099
-0.23883	-0.85974
0.091532	0.150657
-0.02810	-0.05527
0.401160	0.758539
-0.02234	-0.08329
0.026974	-0.25901
0.875031	0.990015
0.060078	-0.54394
0.326945	0.818279
0.068032	0.044079
0.154396	-0.23479
0.228051	0.043068
-0.10706	-0.40994
0.099155	-0.26119
0.007800	-0.44724
0.074860	-0.20233
0.204623	0.358805
-0.11136	-0.58086
0.198429	0.108333
0.134270	0.276157
0.561840	0.632420
0.281360	0.505427
0.408223	0.829508
-0.07940	0.078136
0.183894	0.284701
0.784758	0.932598
-0.28643	-0.69177
0.806644	0.982652
-0.22104	-0.72829
0.797985	0.977730
0.611233	0.942121
0.563508	0.704706
-0.28231	-0.69851
0.351805	0.595733
-0.18886	-0.86398
0.230541	0.712546
-0.07734	-0.41904
0.444771	0.867217
0.403580	0.821008
0.365795	0.658734
0.140872	0.285985
0.293259	0.196923
-0.04690	-0.65212
-0.11987	-0.65903
0.131948	0.294169
-0.27303	-0.72760
0.323873	0.631287
-0.16079	-0.61831
-0.06261	-0.01529
0.546670	0.566275
-0.01888	-0.29744
0.414678	0.779331
0.860708	0.992259
0.175886	0.611850
-0.08439	-0.77632
0.053213	0.233221
-0.48090	-0.92701
0.135546	0.034753
-0.31961	-0.90459
0.533443	0.883652
0.708842	0.950123
0.101172	0.465621
-0.43231	-0.88804
-0.01035	-0.60418
0.105262	0.263647
0.527824	0.532332
0.464361	0.760693
-0.13809	-0.77754
0.581936	0.874445
0.490494	0.857892
-0.55516	-0.94714
0.691143	0.963129
0.498984	0.852820
-0.09821	-0.71803
0.386551	0.269210
-0.26103	-0.86570
0.132245	-0.44355
0.031808	-0.34814
0.458448	0.658773
0.745840	0.981100
-0.07292	-0.39158
0.020890	0.169127
-0.16806	-0.61954
-0.33919	-0.82765
0.517264	0.769755
-0.29371	-0.80918
0.312817	0.426327
0.135992	0.313541
0.548874	0.913745
0.710348	0.953032
0.329156	0.674774
-0.08170	-0.43584
-0.00139	-0.50453
0.537276	0.826128
0.109405	0.416567
0.730307	0.955437
-0.33539	-0.89330
0.344320	0.583978
0.419054	0.673379
-0.43576	-0.93571
0.186424	0.373429
-0.40976	-0.88901
0.512088	0.710856
0.546506	0.821325
0.259025	0.333448
0.164254	0.354330
0.318768	0.829858
0.142211	-0.21504
0.102412	-0.04739
-0.06909	-0.18842
-0.02103	-0.42792
0.375410	0.624879
0.066167	-0.01761
-0.31429	-0.89351
0.766624	0.953188
-0.01337	-0.17290
0.020094	-0.39887
0.711850	0.976206
0.042379	0.188201
0.081239	-0.33198
0.395068	0.610856
-0.41824	-0.71092
-0.09072	-0.54289
0.584195	0.849756
-0.20277	-0.73419
0.435897	0.726012
0.029899	-0.26371
0.481916	0.700190
0.615267	0.784035
0.198900	0.717460
0.543209	0.868072
0.380444	0.627997
0.004697	-0.05639
0.519003	0.916525
0.209471	0.418546
0.476770	0.948583
-0.13429	-0.59101
-0.44060	-0.88536
-0.20827	-0.67599
0.298069	0.458090
0.067784	0.406119
0.480649	0.920258
-0.29486	-0.77829
-0.20009	-0.62563
-0.03060	-0.00173
0.311160	0.436342
-0.20889	-0.74578
-0.25076	-0.78175
0.142217	0.162577
-0.22607	-0.82168
0.356697	0.367399
-0.38642	-0.93237
0.743385	0.946603
-0.13848	-0.40776
-0.07893	-0.32511
0.413224	0.178335
0.361632	0.236421
-0.23644	-0.59830
0.119592	0.405684
0.728402	0.986261
0.544702	0.903128
0.241584	0.199850
0.099855	0.259087
0.779598	0.989268
0.160118	0.401283
-0.22925	-0.70993
0.458130	0.678060
0.666829	0.956314
0.433549	0.739508
0.513105	0.926970
0.388553	0.785667
0.543297	0.862888
0.331125	0.548830
-0.23374	-0.72636
-0.08472	-0.21872
0.631692	0.870591
0.148304	0.151089
0.660023	0.961206
0.728142	0.977328
-0.28866	-0.76803
-0.25919	-0.67408
0.448212	0.648830
0.169279	0.535772
0.162868	0.490915
0.471629	0.797915
-0.36809	-0.69120
0.274127	0.506437
0.626423	0.905247
0.371913	0.727569
0.511503	0.674381
-0.16230	-0.62929
0.233879	0.407458
-0.50110	-0.95218
0.294728	0.667168
0.467138	0.832082
0.475809	0.836489
0.418781	0.399368
0.304841	0.650555
0.591507	0.700676
-0.02750	0.049230
0.462796	0.835866
0.527992	0.801779
-0.41682	-0.92436
0.266378	0.041546
0.059599	0.574405
-0.21526	-0.89151
0.271110	0.205120
0.117501	0.092925
0.096515	0.114492
0.251938	0.491574
0.564321	0.929548
0.721106	0.974820
-0.26120	-0.89397
-0.05026	-0.63088
-0.25113	-0.74828
0.203835	0.524246
-0.23387	-0.80188
0.282336	0.033156
0.293719	0.405169
0.116923	0.039427
0.099826	-0.13086
0.534870	0.761905
-0.41777	-0.84595
0.435278	0.655343
1.000000	1.000000
0.373954	0.715971
-0.04262	-0.55348
-0.19763	-0.79170
0.349640	0.140366
0.356679	0.566162
-0.08573	-0.50677
0.751073	0.942543
0.127471	0.643934
0.649038	0.911765
0.840916	0.985431
-0.26219	-0.69789
0.626338	0.800862
0.025856	-0.12107
0.559670	0.768131
0.662934	0.918639
0.065137	-0.25171
0.266100	0.503816
-0.28150	-0.79143
-0.40590	-0.87147
0.148612	0.341842
0.075512	-0.31061
0.084319	-0.07816
0.586501	0.967300
0.668463	0.903603
0.290288	-0.10116
0.054487	-0.27351
0.468251	0.665054
1.000000	1.000000
-0.21923	-0.65297
0.190412	0.424420
0.517535	0.787469
-0.12650	-0.67850
0.088771	0.305974
0.212401	0.424432
0.170457	0.168607
0.538414	0.939779
0.525598	0.775639
0.728345	0.939938
0.220478	0.416060
0.740944	0.983848
0.651582	0.794569
0.330418	0.541367
0.318611	0.504741
-0.04083	-0.40233
0.010603	0.096119
-0.03208	0.198077
-0.09418	-0.76752
0.299048	0.366520
0.171411	-0.00799
-0.23564	-0.87093
0.663082	0.943591
-0.42530	-0.86895
0.095295	-0.20590
0.374168	0.783000
0.126707	-0.05349
0.407155	0.803242
0.634681	0.980471
0.259702	-0.11116
-0.12828	-0.75473
0.136644	-0.11478
-0.05727	-0.22670
0.395965	0.732749
0.245440	0.149963
0.608318	0.902221
0.785821	0.942068
-0.21231	-0.75313
-0.00551	-0.33762
0.198630	0.509295
0.089591	0.193554
0.464259	0.863801
-0.18654	-0.77345
0.416744	0.662877
0.567479	0.874198
0.828157	0.990070
0.322931	0.293076
-0.27182	-0.67848
0.650457	0.959474
-0.39912	-0.81879
0.304222	0.723597
0.444228	0.827757
0.348438	0.469624
-0.34382	-0.87483
0.545349	0.805872
0.374958	0.712004
0.502199	0.921168
0.691201	0.758305
-0.29707	-0.89624
0.762100	0.956823
0.695735	0.874108
0.125259	0.175979
-0.41675	-0.92536
0.136585	0.358155
-0.21242	-0.69006
-0.09066	-0.61208
-0.26585	-0.75453
-0.09910	-0.42308
0.549342	0.949423
-0.29908	-0.87570
-0.04158	-0.18263
0.195635	-0.07335
-0.00466	-0.58952
0.224864	0.294577
0.724454	0.982411
0.323067	0.328773
0.533503	0.933715
-0.24943	-0.84484
0.315823	0.716124
-0.47343	-0.92951
-0.42669	-0.86521
-0.33065	-0.89167
0.338076	0.367717
0.267516	0.090575
1.000000	1.000000
-0.01825	-0.31055
0.022867	-0.40980
0.088352	0.409147
0.450303	0.855449
-0.25428	-0.70716
0.679994	0.932854
0.271483	0.415176
-0.31627	-0.51885
0.534669	0.700161
0.744409	0.975869
0.643231	0.948316
-0.36489	-0.87877
0.217090	-0.06347
0.517168	0.791604
-0.44416	-0.89588
0.213264	0.326256
0.079108	-0.02189
0.176524	0.099790
0.441281	0.679580
-0.23316	-0.67437
0.289501	0.726406
-0.18011	-0.80181
0.149937	0.415190
-0.09846	-0.66084
-0.18483	-0.56573
0.699120	0.987396
0.499223	0.888707
0.297112	0.071141
0.558200	0.941312
-0.18883	-0.72274
0.033521	0.167400
0.635348	0.880796
-0.17547	-0.74650
0.431081	0.677201
0.593824	0.891560
0.680157	0.984510
0.033961	-0.36992
-0.33216	-0.76498
0.571891	0.866866
-0.30286	-0.86057
0.125570	-0.29886
0.588694	0.949872
0.336545	0.521247
0.150310	-0.08531
0.106170	0.277660
0.103183	0.307427
-0.55249	-0.95010
0.598634	0.896336
-0.26655	-0.70967
-0.15646	-0.62947
0.384627	0.632872
-0.23736	-0.78446
0.415209	0.841222
0.058527	0.209669
0.146120	0.201424
0.129990	0.275907
0.420943	0.642192
-0.24564	-0.88522
-0.35223	-0.78152
0.448810	0.907113
0.546531	0.835124
-0.36541	-0.88746
0.665644	0.891053
0.267061	0.419256
0.106798	-0.28208
-0.06979	-0.14015
-0.28274	-0.75104
0.376500	0.817739
0.282724	0.483934
0.193925	0.689715
0.277668	0.677262
0.660168	0.938136
0.058007	-0.06017
0.427734	0.697648
0.769679	0.980190
0.256721	-0.07127
-0.25501	-0.54579
0.083000	0.363823
-0.17857	-0.77366
0.767254	0.981540
-0.10018	-0.44186
0.637975	0.842602
0.656008	0.894064
0.642935	0.921465
0.115533	0.569724
0.702958	0.895982
0.596436	0.878556
0.532749	0.878346
-0.26860	-0.70887
-0.27532	-0.83830
-0.34446	-0.85765
0.413047	0.540649
0.733367	0.988856
-0.07050	0.074898
-0.06500	-0.42551
-0.38589	-0.91745
-0.01590	-0.33096
-0.19730	-0.79772
0.326510	0.516744
0.363532	0.793098
-0.35666	-0.58568
0.450171	0.461590
-0.33974	-0.90573
-0.35521	-0.89803
0.540218	0.738640
0.201745	0.492748
-0.19262	-0.39060
0.473327	0.561940
-0.44281	-0.90381
0.355955	0.609244
-0.23252	-0.48922
-0.25710	-0.86248
0.255057	0.563309
0.675296	0.974332
0.295627	0.424857
-0.04385	-0.43886
-0.02718	-0.51615
0.225298	0.385188
0.808942	0.981290
0.441600	0.563526
-0.13251	-0.48439
0.483683	0.789504
0.053839	-0.17404
0.065651	-0.30011
0.722403	0.972113
0.268592	0.101607
0.560336	0.920032
0.625335	0.933748
0.138912	0.315733
0.785721	0.980799
0.646601	0.977287
0.326418	0.498103
0.726061	0.941181
-0.21053	-0.29802
-0.17209	-0.28254
0.249313	0.275569
-0.31892	-0.82969
0.709390	0.939621
0.152777	0.537223
0.130509	0.343394
0.303685	0.525430
0.257718	0.616791
-0.24792	-0.65823
0.788583	0.976005
0.557229	0.789393
0.268664	0.453256
-0.32089	-0.80378
0.515281	0.833247
0.133603	0.338331
0.345832	0.719916
0.021955	-0.39322
0.657429	0.925860
0.045926	-0.50165
0.412231	0.799649
0.624976	0.944713
0.717035	0.934960
0.723855	0.966790
-0.20078	-0.80748
-0.19784	-0.56306
0.421790	0.645541
0.412360	0.619536
0.089517	-0.45153
0.041792	0.168920
0.753828	0.986467
-0.25954	-0.87873
-0.16010	-0.68662
0.366043	0.684811
-0.23142	-0.84550
0.474169	0.878467
0.024326	-0.45084
-0.06467	-0.62749
0.604910	0.958187
-0.01285	-0.20221
-0.07973	-0.09517
-0.30171	-0.86214
0.051374	-0.26059
0.061468	0.112342
-0.03920	-0.65765
0.602546	0.857130
0.114620	-0.05183
0.266183	0.397450
0.366239	0.692438
0.288447	0.445304
0.487646	0.851184
0.411634	0.828753
0.047723	-0.00580
0.836573	0.948254
-0.15697	-0.80162
0.001935	0.097335
0.158135	0.369579
-0.34055	-0.87261
-0.31415	-0.58607
0.212211	0.251300
0.139436	0.107585
0.086532	0.202379
-0.25070	-0.82862
0.281690	0.078217
-0.38376	-0.86994
0.778122	0.990145
0.389006	0.339281
0.405862	0.862185
0.595982	0.878531
-0.26364	-0.84803
-0.25418	-0.67167
-0.13177	-0.50661
0.385489	0.657856
0.460879	0.661981
0.064520	0.225849
0.606967	0.957009
-0.16654	-0.74133
-0.02650	-0.11061
0.838154	0.994809
0.200833	-0.32169
-0.32903	-0.79153
0.642255	0.764556
-0.21311	-0.68375
0.163417	0.608750
1.000000	1.000000
0.120270	0.302801
0.605891	0.894880
0.075977	0.038910
-0.33139	-0.87458
0.505565	0.918714
0.114827	-0.07441
0.467896	0.743047
-0.37462	-0.90292
0.478567	0.717581
-0.26291	-0.86601
-0.30753	-0.84362
0.250323	0.708167
-0.04160	-0.68828
0.037956	0.189356
0.854730	0.974299
0.704282	0.996829
-0.07240	-0.80472
0.202192	0.411204
0.722853	0.980068
-0.32603	-0.89811
0.520677	0.512735
0.417487	0.819479
-0.26126	-0.82180
-0.03357	-0.15365
-0.36388	-0.88035
0.040926	0.146155
0.512573	0.891239
0.010289	0.066591
0.392047	0.745456
0.537357	0.676468
-0.23951	-0.83831
0.430462	0.702036
-0.04345	-0.70052
0.437900	0.812592
0.405207	0.693897
0.195754	0.319710
0.533525	0.802623
-0.08454	-0.23075
-0.02862	-0.44425
-0.20021	-0.67208
-0.35899	-0.91450
0.593260	0.852490
0.509827	0.872396
0.424177	0.821073
0.617503	0.922885
0.464343	0.710099
0.656988	0.858210
-0.07328	-0.33856
-0.28566	-0.85014
0.218771	0.280468
0.221895	0.623290
-0.37572	-0.83602
0.317351	0.685496
-0.05555	0.042958
-0.17308	-0.56528
0.789981	0.970678
-0.18003	-0.58267
-0.21854	-0.54209
-0.46716	-0.91501
0.151916	-0.24414
0.079069	-0.20055
0.744627	0.973489
0.143166	-0.39573
0.594281	0.907036
0.091961	0.056257
0.414881	0.905522
0.324298	0.399029
0.898078	0.994943
-0.19694	-0.65810
-0.18101	-0.83652
0.234067	0.613822
-0.36012	-0.89624
-0.03985	-0.49458
0.381713	0.663298
0.404949	0.622116
0.503322	0.874975
0.511355	0.763514
0.274300	0.233465
-0.33919	-0.89819
0.050522	-0.23186
-0.32898	-0.65158
0.136883	0.186465
0.181406	0.327084
-0.20747	-0.43807
0.380990	0.466825
0.593926	0.921712
-0.34728	-0.82430
0.146193	-0.02044
-0.01504	-0.38925
1.000000	1.000000
0.841858	0.983756
1.000000	1.000000
-0.20323	-0.83978
0.792358	0.919589
0.430325	0.855033
-0.07131	-0.06827
0.342998	0.621430
-0.34721	-0.82895
0.306379	0.719043
-0.06794	0.062770
0.561804	0.748156
0.366455	0.482289
-0.32410	-0.74541
-0.20691	-0.72370
-0.31045	-0.79687
-0.24552	-0.57718
0.494604	0.861071
0.174028	-0.03187
0.070262	0.084449
-0.00911	0.145718
-0.41919	-0.84525
0.245211	0.120440
-0.07685	-0.33231
0.358697	0.568935
-0.12422	-0.50175
-0.26881	-0.83234
0.023818	-0.20182
0.339456	0.559047
0.618847	0.920173
0.414205	0.721063
0.196542	0.203261
0.465952	0.629007
0.776800	0.986545
0.824034	0.973909
0.203504	0.429124
0.481482	0.907686
0.183363	-0.26882
-0.39174	-0.84748
0.164933	0.513743
0.207865	0.696645
0.384989	0.633697
0.265094	0.449319
0.016032	-0.10321
-0.25319	-0.77924
0.082557	-0.37311
0.683130	0.972416
-0.15678	-0.84534
0.762996	0.941435
0.415355	0.496316
0.496102	0.886291
-0.39009	-0.85541
0.090593	-0.15385
0.667023	0.919131
0.527995	0.862764
0.828255	0.988432
0.607586	0.954839
0.189642	-0.55955
-0.01533	-0.11090
-0.14688	-0.75254
0.667162	0.852454
0.524895	0.909210
0.507816	0.839411
-0.38501	-0.94731
0.430983	0.790292
-0.07873	0.222946
0.283170	0.668970
-0.18330	-0.68810
-0.30941	-0.90156
0.334151	0.578282
0.184511	0.044882
0.109037	-0.10855
0.482109	0.755242
0.087461	-0.37508
-0.03020	-0.43129
0.445996	0.611859
-0.00210	-0.24560
-0.11940	-0.58331
-0.06168	-0.36306
-0.04637	0.061269
0.652113	0.834302
0.043496	-0.14873
0.340473	0.527086
0.012763	-0.25210
0.297011	0.507147
0.461633	0.804487
0.600114	0.798477
0.311614	0.504040
-0.18272	-0.53850
-0.34285	-0.90905
0.440210	0.667262
0.317023	0.696118
0.366681	0.465106
-0.21115	-0.63422
0.507229	0.944686
-0.28477	-0.83448
-0.02565	-0.52617
0.517449	0.511591
0.179885	0.080705
0.349889	0.614199
0.431362	0.545361
-0.29067	-0.81880
0.482815	0.886083
0.533924	0.560001
0.229383	0.072715
0.240057	0.666044
0.055987	0.220990
0.383896	0.759470
-0.36721	-0.80831
-0.26985	-0.89032
0.483464	0.879004
0.275868	0.243502
0.581743	0.925902
0.221849	-0.08190
0.108347	0.262806
-0.12968	-0.64374
-0.28787	-0.87429
-0.05930	-0.37477
0.001862	-0.12954
0.376234	0.767241
0.389882	0.765475
-0.02570	-0.71821
-0.30261	-0.82234
-0.03837	-0.31381
-0.23066	-0.82080
0.585431	0.701321
0.522064	0.772079
-0.01311	-0.22755
-0.15617	-0.54892
0.619240	0.919477
0.135511	-0.46739
-0.33202	-0.87362
0.421629	0.697053
0.313403	0.501847
0.521287	0.865050
-0.16964	-0.63773
0.545500	0.934847
0.253463	0.022318
0.318018	0.487110
0.674847	0.923330
0.342191	0.534958
0.069672	0.405784
-0.36426	-0.82391
0.561044	0.537520
0.200527	0.387925
-0.35918	-0.75764
-0.33587	-0.83457
-0.27373	-0.62966
0.738159	0.929132
1.000000	1.000000
0.465381	0.628452
0.152978	-0.09878
0.718709	0.977757
0.684207	0.973711
0.531896	0.762431
0.079345	0.073017
-0.29408	-0.88783
0.701490	0.929791
0.190870	0.295997
-0.31166	-0.84896
0.311735	0.513235
0.386933	0.391945
0.544532	0.820463
0.215707	0.269843
0.329197	0.715935
-0.10760	-0.40225
0.082651	0.024976
-0.09995	-0.57620
-0.03170	-0.30634
-0.33694	-0.88511
0.181085	-0.19660
0.436399	0.641193
0.566029	0.674158
0.686933	0.965717
0.254655	0.070072
0.040560	-0.30425
0.559416	0.820240
-0.17307	-0.66121
0.287764	0.256492
0.101883	-0.28058
0.463282	0.809960
0.250941	0.476333
0.516746	0.667662
-0.01930	-0.25132
-0.35269	-0.82454
-0.24755	-0.84171
0.133478	0.312261
0.027702	0.189025
0.082932	0.040580
-0.28575	-0.81202
0.098480	-0.20561
0.186599	0.477645
-0.28880	-0.89336
-0.32504	-0.85171
-0.09361	-0.55590
0.660474	0.835117
0.392442	0.411389
0.666974	0.958775
0.155271	0.294320
0.305857	0.535302
0.601309	0.879771
0.151051	0.002668
-0.22294	-0.78744
0.349739	0.598766
0.031727	-0.25062
0.161743	0.314536
0.624859	0.932163
0.747988	0.924056
0.474420	0.801026
0.637608	0.900879
0.654758	0.871072
0.188772	-0.10405
0.201603	-0.10201
-0.28043	-0.85811
-0.35004	-0.86319
-0.09253	0.147274
0.078518	-0.31716
0.670090	0.795477
0.116048	-0.03733
0.428786	0.790110
-0.48101	-0.92461
0.206148	-0.06148
0.544956	0.834464
-0.22766	-0.28511
0.498916	0.862866
0.504277	0.766197
0.314419	0.527458
0.131795	-0.15115
0.072027	0.239212
-0.03667	0.097449
1.000000	1.000000
-0.33671	-0.59767
-0.03705	-0.59275
-0.11425	-0.51729
0.738812	0.986104
0.127611	-0.06424
0.063867	0.007837
0.617040	0.880435
0.393274	0.665922
0.297798	0.532574
0.727791	0.948686
-0.41106	-0.79268
0.142723	-0.18788
0.241067	0.314946
-0.21511	-0.62983
0.497838	0.912075
0.363473	0.636087
0.073566	0.153601
0.196330	-0.08765
0.645182	0.974020
-0.34466	-0.86304
0.408476	0.732654
0.338768	0.386102
0.323115	0.356781
0.288806	0.333513
0.657590	0.925086
0.386524	0.696457
-0.11930	-0.52133
0.254722	0.275160
0.107366	-0.10175
0.028444	-0.54009
-0.00676	-0.07214
0.676469	0.975404
0.294814	0.579138
0.095323	0.299306
0.370772	0.465445
0.476197	0.271533
-0.38945	-0.89973
0.600334	0.945377
-0.13177	-0.17860
0.241141	0.701394
0.096586	0.287814
0.198560	0.415454
0.650393	0.813695
0.185784	-0.12264
-0.00376	-0.63900
0.564603	0.916788
0.649085	0.939273
0.430079	0.907237
0.569370	0.880062
0.542514	0.762698
0.517222	0.726776
0.459776	0.788224
0.417039	0.819364
0.136276	-0.20159
0.279558	0.495759
-0.17790	-0.75510
0.025168	-0.16580
0.555900	0.631450
0.419826	0.412723
0.218175	0.440505
-0.26521	-0.45705
0.319805	0.745460
-0.01100	-0.49644
0.402711	0.599420
0.705597	0.936167
-0.06061	-0.42387
-0.19051	-0.75911
0.341309	0.507844
0.057332	-0.58540
-0.04419	0.347982
-0.05220	-0.63747
0.134040	0.115361
-0.40372	-0.89730
0.090424	-0.20928
0.682073	0.896930
-0.00910	-0.34112
-0.19899	-0.79320
